source,stop_id,name,street,cross_street,municipality,status,lon,lat
GRT,13026,King St N at Ezra Ave,King St N,Ezra Ave,Waterloo,Active,-80.52427451,43.4723138
GRT,11525,Margaret Ave at Guelph St,Margaret Ave,Guelph St,Kitchener,Active,-80.49456197,43.463365
GRT,13094,Doon Village Rd at Anvil St,Doon Village Rd,Anvil St,Kitchener,Active,-80.43866257,43.39069881
GRT,10538,Concession St at Cameron St,Concession St,Cameron St,Cambridge,Active,-80.30712196,43.35486303
GRT,13583,Ring Rd at University of Waterloo - Quantum Nano Centre,Ring Rd,University of Waterloo - Quantum Nano Centre,Waterloo,Active,-80.54447,43.470719
GRT,13250,Fischer-Hallman Rd N at Path to Laurel Gate Dr,Fischer-Hallman Rd N,Path to Laurel Gate Dr,Waterloo,Active,-80.57077,43.472392
GRT,10742,Bechtel Dr at Sabrina Cres,Bechtel Dr,Sabrina Cres,Kitchener,Active,-80.44488299,43.38997703
GRT,11240,Sunset Blvd at Bismark Dr,Sunset Blvd,Bismark Dr,Cambridge,Active,-80.32611797,43.37047504
GRT,10759,Doon Valley Dr at Conestoga College Blvd,Doon Valley Dr,Conestoga College Blvd,Kitchener,Active,-80.41018001,43.39081503
GRT,10312,Tannery St E at Queen St E,Tannery St E,Queen St E,Cambridge,Active,-80.309243,43.431587
GRT,10988,Bridgeport Rd E at Weber St N,Bridgeport Rd E,Weber St N,Waterloo,Active,-80.51364997,43.46983704
GRT,11347,Elgin St S at Main St,Elgin St S,Main St,Cambridge,Active,-80.29640204,43.35643696
GRT,10050,Fairway Rd N at King St E,Fairway Rd N,King St E,Kitchener,Active,-80.43185499,43.42888299
GRT,12872,Arthur St S at Scotch Line,Arthur St S,Scotch Line,Woolwich,Active,-80.56147203,43.56708801
GRT,12819,Wellington St N at Weber St W,Wellington St N,Weber St W,Kitchener,Active,-80.49504631,43.45711346
GRT,12968,Block Line Rd at Westmount Rd E,Block Line Rd,Westmount Rd E,Kitchener,Active,-80.4990788,43.41125099
GRT,13402,Block Line Station at ION platform - Northbound,Block Line Station,ION platform - Northbound,Kitchener,Active,-80.462926,43.422825
GRT,11106,Frobisher Dr at Davenport Rd,Frobisher Dr,Davenport Rd,Waterloo,Active,-80.529518,43.50528602
GRT,11079,Eastbridge Blvd at Bridge St W,Eastbridge Blvd,Bridge St W,Waterloo,Active,-80.50929,43.503876
GRT,10207,Northfield Dr W at Conestogo Rd W,Northfield Dr W,Conestogo Rd W,Waterloo,Active,-80.536994,43.500188
GRT,11409,Queen St N at Ahrens St,Queen St N,Ahrens St,Kitchener,Active,-80.48633703,43.45338697
GRT,12659,University Ave W at Westmount Rd N,University Ave W,Westmount Rd N,Waterloo,Active,-80.54145644,43.46449857
GRT,12055,Activa Ave at Snowdrop Cres,Activa Ave,Snowdrop Cres,Kitchener,Active,-80.51806703,43.40274803
GRT,11988,Mill St at St Andrew's Anglican Church,Mill St,St Andrew's Anglican Church,Kitchener,Active,-80.48608496,43.43610502
GRT,10084,Frederick St at Bruce St,Frederick St,Bruce St,Kitchener,Active,-80.467853,43.46006801
GRT,13139,Bingemans Centre Dr at Shirley Dr,Bingemans Centre Dr,Shirley Dr,Kitchener,Active,-80.443374,43.473667
GRT,13703,Block Line Rd at Fallowfield Dr,Block Line Rd,Fallowfield Dr,Kitchener,Active,-80.4666,43.419023
GRT,11841,University Ave W at King St N,University Ave W,King St N,Waterloo,Active,-80.52545,43.47582701
GRT,10512,Franklin Blvd at Holiday Inn Dr,Franklin Blvd,Holiday Inn Dr,Cambridge,Active,-80.310762,43.418385
GRT,11004,Erb St W at 300 Erb St W,Erb St W,300 Erb St W,Waterloo,Active,-80.54235897,43.45651399
GRT,11856,Lee Ave at Dunvegan Dr,Lee Ave,Dunvegan Dr,Waterloo,Active,-80.50442903,43.49351997
GRT,10540,Ainslie Terminal at Stop 1512,Ainslie Terminal,Stop 1512,Cambridge,Active,-80.31349995,43.35733401
GRT,12175,Victoria St S at Alice Ave,Victoria St S,Alice Ave,Kitchener,Active,-80.51525695,43.44182802
GRT,11459,Krug St at Lancaster St,Krug St,Lancaster St,Kitchener,Active,-80.48076999,43.44982203
GRT,12979,Westmount Rd W at Highland Rd,Westmount Rd W,Highland Rd,Kitchener,Active,-80.51459317,43.43616592
GRT,13860,Fischer-Hallman Rd at Max Becker Dr,Fischer-Hallman Rd,Max Becker Dr,Kitchener,Active,-80.499295,43.40563493
GRT,11637,Greenfield Ave at Traynor Ave,Greenfield Ave,Traynor Ave,Kitchener,Active,-80.44547302,43.42558504
GRT,10008,Frederick St at Ann St,Frederick St,Ann St,Kitchener,Active,-80.46978696,43.45929198
GRT,10856,Bechtel Dr at Doon Village Dr,Bechtel Dr,Doon Village Dr,Kitchener,Active,-80.43992597,43.39195702
GRT,11788,Traynor Ave at Siebert Ave,Traynor Ave,Siebert Ave,Kitchener,Active,-80.45485301,43.420568
GRT,10111,Erbsville Rd at Willow Wood Dr,Erbsville Rd,Willow Wood Dr,Waterloo,Active,-80.58418695,43.46517301
GRT,13473,Langs Dr at Shannon Dr,Langs Dr,Shannon Dr,Cambridge,Active,-80.338296,43.399212
GRT,11424,Krug St at 623 Krug St,Krug St,623 Krug St,Kitchener,Active,-80.45781397,43.45832604
GRT,12993,Westmount Rd S at Douglas St,Westmount Rd S,Douglas St,Waterloo,Active,-80.52908588,43.45566227
GRT,10365,Saginaw Pky at Burnett Ave,Saginaw Pky,Burnett Ave,Cambridge,Active,-80.28548196,43.38954502
GRT,12973,Ira Needles Blvd at Thorndale Dr,Ira Needles Blvd,Thorndale Dr,Waterloo,Active,-80.565642,43.442434
GRT,11995,Ottawa St S at Alpine Rd,Ottawa St S,Alpine Rd,Kitchener,Active,-80.48407198,43.42510203
GRT,12024,Wilderness Dr at Activa Ave,Wilderness Dr,Activa Ave,Kitchener,Active,-80.51051295,43.41026003
GRT,13817,Ottawa St S at Westmount Rd E,Ottawa St S,Westmount Rd E,Kitchener,Active,-80.501241,43.420389
GRT,11397,Natchez Rd at Rothsay Ave,Natchez Rd,Rothsay Ave,Kitchener,Active,-80.44830999,43.46795197
GRT,12519,Erbsville Rd at Leighland Dr,Erbsville Rd,Leighland Dr,Waterloo,Active,-80.57637996,43.45792803
GRT,12616,Sheldon Dr at Thompson Dr,Sheldon Dr,Thompson Dr,Cambridge,Active,-80.29572798,43.40821801
GRT,12041,Fischer-Hallman Rd at McGarry Dr,Fischer-Hallman Rd,McGarry Dr,Kitchener,Active,-80.51939501,43.42366699
GRT,13551,Ira Needles Blvd at Highland Marketplace,Ira Needles Blvd,Highland Marketplace,Kitchener,Active,-80.552825,43.425611
GRT,13501,Old Zeller Dr at Zeller Dr,Old Zeller Dr,Zeller Dr,Kitchener,Active,-80.412095,43.454047
GRT,11032,Erb St W at Fischer-Hallman Rd S,Erb St W,Fischer-Hallman Rd S,Waterloo,Active,-80.55283004,43.45260195
GRT,11789,Traynor Ave at Belwood Cres,Traynor Ave,Belwood Cres,Kitchener,Active,-80.451867,43.42130301
GRT,11680,Franklin St N at Shuh Ave,Franklin St N,Shuh Ave,Kitchener,Active,-80.44579496,43.437875
GRT,13861,Fischer-Hallman Rd at Rockwood Rd,Fischer-Hallman Rd,Rockwood Rd,Kitchener,Active,-80.49750026,43.40385917
GRT,12778,Northfield Dr E at Toman Dr,Northfield Dr E,Toman Dr,Waterloo,Active,-80.51873322,43.51540536
GRT,10883,Manitou Dr at Webster Rd,Manitou Dr,Webster Rd,Kitchener,Active,-80.45064296,43.416373
GRT,12360,Queens Blvd at Belmont Ave W,Queens Blvd,Belmont Ave W,Kitchener,Active,-80.50352994,43.43667002
GRT,10806,Strasburg Rd at Bleams Rd,Strasburg Rd,Bleams Rd,Kitchener,Active,-80.47514798,43.40740502
GRT,11992,Ottawa St S at Hoffman St,Ottawa St S,Hoffman St,Kitchener,Active,-80.47952504,43.43196802
GRT,11903,Weber St E at Fairview Ave,Weber St E,Fairview Ave,Kitchener,Active,-80.47652495,43.44696301
GRT,12751,Trillium Dr at 825 Trillium Dr,Trillium Dr,825 Trillium Dr,Kitchener,Active,-80.4841506,43.39955728
GRT,13057,University Ave W at Sunview St,University Ave W,Sunview St,Waterloo,Active,-80.532244,43.47339
GRT,11521,Union St E at Ellis Cres,Union St E,Ellis Cres,Waterloo,Active,-80.50301501,43.466065
GRT,10072,River Rd E at Bradley Dr,River Rd E,Bradley Dr,Kitchener,Active,-80.44133197,43.44587301
GRT,13234,Lincoln Rd at Weber St N,Lincoln Rd,Weber St N,Waterloo,Active,-80.513586,43.47127
GRT,13712,Cambridge Centre Station at Stop 1066,Cambridge Centre Station,Stop 1066,Cambridge,Active,-80.322822,43.392958
GRT,10063,Oldfield Dr at Jadestone Crt,Oldfield Dr,Jadestone Crt,Kitchener,Active,-80.43077303,43.45239503
GRT,12056,Activa Ave at Reistview St,Activa Ave,Reistview St,Kitchener,Active,-80.51444799,43.40248002
GRT,10421,Dunbar Rd at St George St,Dunbar Rd,St George St,Cambridge,Active,-80.33769998,43.38771197
GRT,10215,Frobisher Dr at Davenport Rd,Frobisher Dr,Davenport Rd,Waterloo,Active,-80.52920795,43.50535803
GRT,10991,King St N at Bridgeport Rd W,King St N,Bridgeport Rd W,Waterloo,Active,-80.52307696,43.46733696
GRT,13038,Vondrau Dr at Boxwood Dr,Vondrau Dr,Boxwood Dr,Cambridge,Active,-80.3751,43.429506
GRT,11551,Weber St W at Wilhelm St,Weber St W,Wilhelm St,Kitchener,Active,-80.497418,43.459034
GRT,13334,Fisher Mills Rd at Scott Rd,Fisher Mills Rd,Scott Rd,Cambridge,Active,-80.319992,43.435358
GRT,11278,Myers Rd at Elgin St S,Myers Rd,Elgin St S,Cambridge,Active,-80.29148197,43.34268698
GRT,11777,Courtland Ave E at Sydney St,Courtland Ave E,Sydney St,Kitchener,Active,-80.47527495,43.43582204
GRT,12951,Fischer-Hallman Rd at Activa Ave,Fischer-Hallman Rd,Activa Ave,Kitchener,Active,-80.50799588,43.41327835
GRT,11567,Columbia St W at Lester St,Columbia St W,Lester St,Waterloo,Active,-80.53743494,43.47797199
GRT,13877,Parkvale Dr at Featherstone St,Parkvale Dr,Featherstone St,Kitchener,Active,-80.47619369,43.38882359
GRT,13580,Halifax Dr at Confederation Dr,Halifax Dr,Confederation Dr,Kitchener,Active,-80.445463,43.461771
GRT,12976,Ira Needles Blvd at Erb St W,Ira Needles Blvd,Erb St W,Waterloo,Active,-80.570481,43.445415
GRT,11674,Thaler Ave at 147 Thaler Ave,Thaler Ave,147 Thaler Ave,Kitchener,Active,-80.43128304,43.43408497
GRT,10101,Columbia St W at University of Waterloo - Village 1,Columbia St W,University of Waterloo - Village 1,Waterloo,Active,-80.55098304,43.47315996
GRT,13249,Fischer-Hallman Rd N at Gatestone Blvd,Fischer-Hallman Rd N,Gatestone Blvd,Waterloo,Active,-80.568257,43.470116
GRT,11820,Belmont Ave W at Gage Ave,Belmont Ave W,Gage Ave,Kitchener,Active,-80.51414801,43.44773303
GRT,12850,Snyder Ave S at Church St W,Snyder Ave S,Church St W,Woolwich,Active,-80.56329694,43.60006564
GRT,11732,University Ave W at Ring Rd Exit,University Ave W,Ring Rd Exit,Waterloo,Active,-80.540567,43.46618702
GRT,11455,Krug St at East Ave,Krug St,East Ave,Kitchener,Active,-80.47255304,43.45269503
GRT,10222,McMurray Rd at Northland Rd,McMurray Rd,Northland Rd,Waterloo,Active,-80.528472,43.50894
GRT,10821,Trillium Dr at Steckle Pl,Trillium Dr,Steckle Pl,Kitchener,Active,-80.46063803,43.40269703
GRT,13086,Doon Mills Dr at Woodsmere Dr,Doon Mills Dr,Woodsmere Dr,Kitchener,Active,-80.42851264,43.38284978
GRT,13117,Sheldon Dr at Corydon Pl,Sheldon Dr,Corydon Pl,Cambridge,Active,-80.31420886,43.40280938
GRT,11136,King St N at Northfield Dr E,King St N,Northfield Dr E,Waterloo,Active,-80.533603,43.502142
GRT,13408,Hespeler Rd at Pinebush Station,Hespeler Rd,Pinebush Station,Cambridge,Active,-80.327784,43.4078
GRT,12417,Queens Blvd at Pleasant Ave,Queens Blvd,Pleasant Ave,Kitchener,Active,-80.50089802,43.43767496
GRT,10503,Hespeler Rd at Avenue Rd,Hespeler Rd,Avenue Rd,Cambridge,Active,-80.31854,43.37692202
GRT,11049,Erb St E at Ellis Cres,Erb St E,Ellis Cres,Waterloo,Active,-80.50630796,43.47003496
GRT,13216,Bridge St W at University Ave E,Bridge St W,University Ave E,Waterloo,Active,-80.493742,43.489037
GRT,12837,Bishop St N at 1300 Bishop St N,Bishop St N,1300 Bishop St N,Cambridge,Active,-80.32442621,43.39509948
GRT,12772,Frobisher Dr at Bridge St W,Frobisher Dr,Bridge St W,Waterloo,Active,-80.52326695,43.51191698
GRT,11828,Westmount Rd S at John St W,Westmount Rd S,John St W,Waterloo,Active,-80.52760496,43.45444696
GRT,13398,Borden Station at ION platform - Northbound,Borden Station,ION platform - Northbound,Kitchener,Active,-80.475361,43.442419
GRT,12094,Old Country Dr at 80 Old Country Dr,Old Country Dr,80 Old Country Dr,Kitchener,Active,-80.47466703,43.41159496
GRT,10112,Laurelwood Dr at Erbsville Rd,Laurelwood Dr,Erbsville Rd,Waterloo,Active,-80.59245803,43.47146196
GRT,12991,Keats Way at Fischer-Hallman Rd N,Keats Way,Fischer-Hallman Rd N,Waterloo,Active,-80.557256,43.45819549
GRT,13553,Oldfield Dr at Ottawa St N,Oldfield Dr,Ottawa St N,Kitchener,Active,-80.431981,43.455515
GRT,10424,Bishop St N at Duke St,Bishop St N,Duke St,Cambridge,Active,-80.34633297,43.39075302
GRT,11139,King St N at Henry St,King St N,Henry St,Woolwich,Active,-80.55456195,43.53299298
GRT,10211,Davenport Rd at Old Abbey Rd,Davenport Rd,Old Abbey Rd,Waterloo,Active,-80.52560995,43.49994799
GRT,10616,King St E at Lowther St,King St E,Lowther St,Cambridge,Active,-80.35528804,43.39418001
GRT,12895,Bishop St N at Industrial Rd,Bishop St N,Industrial Rd,Cambridge,Active,-80.32932017,43.39422143
GRT,11161,Franklin Blvd at 470 Franklin Blvd,Franklin Blvd,470 Franklin Blvd,Cambridge,Active,-80.29301801,43.36768497
GRT,12284,Victoria St S at Patricia Ave,Victoria St S,Patricia Ave,Kitchener,Active,-80.50825295,43.44434503
GRT,10531,Franklin Blvd at Hilltop Dr,Franklin Blvd,Hilltop Dr,Cambridge,Active,-80.29189003,43.36474701
GRT,13039,Maple Grove Rd at Vondrau Dr,Maple Grove Rd,Vondrau Dr,Cambridge,Active,-80.374365,43.425363
GRT,10709,Lackner Blvd at Victoria St N,Lackner Blvd,Victoria St N,Kitchener,Active,-80.44065999,43.47089697
GRT,10907,Weber St E at Dellroy Ave,Weber St E,Dellroy Ave,Kitchener,Active,-80.45097697,43.43561002
GRT,12162,Stirling Ave S at Lorne Ave,Stirling Ave S,Lorne Ave,Kitchener,Active,-80.49378004,43.43533298
GRT,10017,River Rd E at Ottawa St N,River Rd E,Ottawa St N,Kitchener,Active,-80.444683,43.45123296
GRT,10789,Manitou Dr at 334 Manitou Dr,Manitou Dr,334 Manitou Dr,Kitchener,Active,-80.4480976,43.40412386
GRT,10780,Pioneer Dr at Doon Village Rd,Pioneer Dr,Doon Village Rd,Kitchener,Active,-80.44553997,43.39532696
GRT,12678,Bleams Rd at Fallowfield Dr,Bleams Rd,Fallowfield Dr,Kitchener,Active,-80.45779441,43.41101323
GRT,10615,King St E at Westminister Dr,King St E,Westminister Dr,Cambridge,Active,-80.35805497,43.39562501
GRT,13115,Sheldon Dr at 100 Sheldon Dr,Sheldon Dr,100 Sheldon Dr,Cambridge,Active,-80.30998342,43.40478391
GRT,13261,Erbsville Rd at Cornridge Pl,Erbsville Rd,Cornridge Pl,Waterloo,Active,-80.578861,43.460339
GRT,13801,Charles St E at Borden Ave S,Charles St E,Borden Ave S,Kitchener,Active,-80.474701,43.442371
GRT,12315,Inwood Dr at Glasgow St,Inwood Dr,Glasgow St,Kitchener,Active,-80.52849797,43.44756002
GRT,12612,Kerwood Dr at Housler Lane,Kerwood Dr,Housler Lane,Cambridge,Active,-80.29391995,43.43258803
GRT,11625,King St E at Sydney St,King St E,Sydney St,Kitchener,Active,-80.46951097,43.44095903
GRT,13042,Jamieson Pky at Patton Dr,Jamieson Pky,Patton Dr,Cambridge,Active,-80.28857337,43.42178979
GRT,12239,Westmount Rd W at Overlea Dr,Westmount Rd W,Overlea Dr,Kitchener,Active,-80.51253803,43.43528701
GRT,13412,Hespeler Rd at Can-Amera Station,Hespeler Rd,Can-Amera Station,Cambridge,Active,-80.321009,43.386523
GRT,11318,Christopher Dr at Elliott St,Christopher Dr,Elliott St,Cambridge,Active,-80.30274799,43.35413703
GRT,13432,Victoria St N at Lancaster St W,Victoria St N,Lancaster St W,Kitchener,Active,-80.482176,43.458806
GRT,10505,Hespeler Rd at Bishop St,Hespeler Rd,Bishop St,Cambridge,Active,-80.323894,43.39572
GRT,11425,Lorraine Ave at Baird Ave,Lorraine Ave,Baird Ave,Kitchener,Active,-80.44825499,43.45782497
GRT,10460,Eagle St N at William St,Eagle St N,William St,Cambridge,Active,-80.36202696,43.40007499
GRT,10011,Frederick St at River Rd E,Frederick St,River Rd E,Kitchener,Active,-80.46165777,43.46183099
GRT,10574,Franklin Blvd at Turnbull Crt,Franklin Blvd,Turnbull Crt,Cambridge,Active,-80.30599498,43.40363302
GRT,10226,Northland Rd at Rupert St,Northland Rd,Rupert St,Waterloo,Active,-80.534454,43.506596
GRT,12455,Highland Rd E at Belmont Ave W,Highland Rd E,Belmont Ave W,Kitchener,Active,-80.50775999,43.43951304
GRT,11598,King St W at Wellington St,King St W,Wellington St,Kitchener,Active,-80.503308,43.454373
GRT,11676,King St E at Morgan Ave,King St E,Morgan Ave,Kitchener,Active,-80.43321495,43.42891504
GRT,13375,Northfield Station at ION platform - Northbound,Northfield Station,ION platform - Northbound,Waterloo,Active,-80.543176,43.497206
GRT,11734,Westmount Rd N at Westcourt Pl,Westmount Rd N,Westcourt Pl,Waterloo,Active,-80.53902699,43.46217696
GRT,13426,Duke St W at Young St,Duke St W,Young St,Kitchener,Active,-80.491737,43.452335
GRT,12370,Queens Blvd at Fischer-Hallman Rd S,Queens Blvd,Fischer-Hallman Rd S,Kitchener,Active,-80.524327,43.42855295
GRT,11715,Union St E at Weber St S,Union St E,Weber St S,Waterloo,Active,-80.50521501,43.46546003
GRT,13866,Ludolph St at West Oak Trail,Ludolph St,West Oak Trail,Kitchener,Active,-80.49481129,43.38330097
GRT,11829,Westmount Rd S at William St,Westmount Rd S,William St,Waterloo,Active,-80.52906801,43.45589295
GRT,13690,Stonecroft Way at Devonshire Dr (Flex Stop),Stonecroft Way,Devonshire Dr (Flex Stop),Wilmot,Active,-80.702064,43.368946
GRT,12889,Baldwin Dr at Horton Walk,Baldwin Dr,Horton Walk,Cambridge,Active,-80.3071841,43.44759715
GRT,11205,Grand Ave at Cedar St,Grand Ave,Cedar St,Cambridge,Active,-80.31728999,43.353032
GRT,10881,Bleams Rd at Otanabee Dr,Bleams Rd,Otanabee Dr,Kitchener,Active,-80.45240497,43.41221199
GRT,10389,Cowan Blvd at Robson Ave,Cowan Blvd,Robson Ave,Cambridge,Active,-80.29538421,43.38713336
GRT,13579,Frederick St at Victoria St N,Frederick St,Victoria St N,Kitchener,Active,-80.458256,43.465475
GRT,12046,Activa Ave at Wilderness Dr,Activa Ave,Wilderness Dr,Kitchener,Active,-80.51003002,43.41045998
GRT,10766,Doon Valley Dr at Orchard Mill Cres,Doon Valley Dr,Orchard Mill Cres,Kitchener,Active,-80.40980502,43.39120497
GRT,10890,Manitou Dr at Fairway Rd,Manitou Dr,Fairway Rd,Kitchener,Active,-80.45307004,43.41827796
GRT,13025,King St N at Marshall,King St N,Marshall,Waterloo,Active,-80.52405569,43.47247136
GRT,11684,Franklin St N at Bradley Dr,Franklin St N,Bradley Dr,Kitchener,Active,-80.44834302,43.44466497
GRT,13514,Shirley Ave at Riverbend Dr,Shirley Ave,Riverbend Dr,Kitchener,Active,-80.46716441,43.46700026
GRT,12610,Queen St W at Adam St,Queen St W,Adam St,Cambridge,Active,-80.31204738,43.43064772
GRT,13256,Laurelwood Dr at Erbsville Rd,Laurelwood Dr,Erbsville Rd,Waterloo,Active,-80.59272,43.471447
GRT,10889,Fairway Rd S at Manitou Dr,Fairway Rd S,Manitou Dr,Kitchener,Active,-80.45148499,43.41967999
GRT,11575,Columbia St W at Lester St,Columbia St W,Lester St,Waterloo,Active,-80.53726198,43.47785695
GRT,13698,Block Line Rd at Country Hill Dr,Block Line Rd,Country Hill Dr,Kitchener,Active,-80.476023,43.417036
GRT,11519,Weber St S at Hartwood Ave,Weber St S,Hartwood Ave,Waterloo,Active,-80.50297,43.463992
GRT,10989,Bridgeport Rd E at Devitt Ave,Bridgeport Rd E,Devitt Ave,Waterloo,Active,-80.51523199,43.46917001
GRT,13852,Weber St N at Golden Eagle Rd,Weber St N,Golden Eagle Rd,Waterloo,Active,-80.55138072,43.49901593
GRT,13380,University of Waterloo Station at ION platform - Southbound,University of Waterloo Station,ION platform - Southbound,Waterloo,Active,-80.541209,43.473261
GRT,12404,Elm Ridge Dr at Hickory Heights Cres,Elm Ridge Dr,Hickory Heights Cres,Kitchener,Active,-80.52156802,43.42263801
GRT,10537,Concession St at Peck St,Concession St,Peck St,Cambridge,Active,-80.30409199,43.35537804
GRT,12402,McGarry Dr at Pinehurst Cres,McGarry Dr,Pinehurst Cres,Kitchener,Active,-80.522407,43.42154798
GRT,12870,Arthur St S at Gerrat Dr,Arthur St S,Gerrat Dr,Woolwich,Active,-80.55524722,43.55407005
GRT,13486,Oldfield Dr at Edenbridge Dr,Oldfield Dr,Edenbridge Dr,Kitchener,Active,-80.428804,43.449248
GRT,10157,Cedarbrae Ave at Sprucehill Ave,Cedarbrae Ave,Sprucehill Ave,Waterloo,Active,-80.54806001,43.48961399
GRT,12764,Lexington Rd at Bridge St,Lexington Rd,Bridge St,Waterloo,Active,-80.50503298,43.49801697
GRT,10377,Saginaw Pky at Green Vista Dr,Saginaw Pky,Green Vista Dr,Cambridge,Active,-80.30050495,43.39161604
GRT,11889,Weber St N at Marshall St,Weber St N,Marshall St,Waterloo,Active,-80.51744296,43.47503801
GRT,10534,Main St at Dundas St N,Main St,Dundas St N,Cambridge,Active,-80.29295081,43.35732126
GRT,12640,Fairway Rd N at Briarmeadow Dr,Fairway Rd N,Briarmeadow Dr,Kitchener,Active,-80.42091799,43.43983698
GRT,12027,Fischer-Hallman Rd at Ottawa St S,Fischer-Hallman Rd,Ottawa St S,Kitchener,Active,-80.51086996,43.41657003
GRT,10535,Main St at Elgin St S,Main St,Elgin St S,Cambridge,Active,-80.296798,43.35659298
GRT,10443,Concession Rd at Dolph St N,Concession Rd,Dolph St N,Cambridge,Active,-80.34601296,43.40004197
GRT,12684,Eckert St at Dixon St,Eckert St,Dixon St,Kitchener,Active,-80.45880795,43.43437997
GRT,12898,Franklin Blvd at Edward St,Franklin Blvd,Edward St,Cambridge,Active,-80.30996102,43.42683835
GRT,13008,University Ave W at Hazel St,University Ave W,Hazel St,Waterloo,Active,-80.52789997,43.47524001
GRT,13470,Wellington St N at Weber St W,Wellington St N,Weber St W,Kitchener,Detour,-80.49461,43.457131
GRT,10394,Saginaw Pky at Chamberlin Dr,Saginaw Pky,Chamberlin Dr,Cambridge,Active,-80.28830002,43.38989803
GRT,13274,King St N at Columbia St E,King St N,Columbia St E,Waterloo,Active,-80.526106,43.482448
GRT,11564,Columbia St W at Holly St,Columbia St W,Holly St,Waterloo,Active,-80.52968698,43.48070297
GRT,11971,Mill St at Heiman St,Mill St,Heiman St,Kitchener,Active,-80.48564298,43.435838
GRT,12785,Lexington Rd at Dearborn Blvd,Lexington Rd,Dearborn Blvd,Waterloo,Active,-80.516945,43.490208
GRT,10777,Pioneer Dr at Bechtel Dr,Pioneer Dr,Bechtel Dr,Kitchener,Active,-80.43689104,43.39353297
GRT,11421,Krug St at Cambridge Ave,Krug St,Cambridge Ave,Kitchener,Active,-80.46387201,43.45559803
GRT,12372,Elm Ridge Dr at Queens Blvd,Elm Ridge Dr,Queens Blvd,Kitchener,Active,-80.52757998,43.42664502
GRT,10857,Pioneer Dr at Old Carriage Dr,Pioneer Dr,Old Carriage Dr,Kitchener,Active,-80.43422703,43.3939
GRT,13709,Cambridge Centre Station at Stop 1063,Cambridge Centre Station,Stop 1063,Cambridge,Active,-80.322735,43.392495
GRT,10750,Pioneer Dr at Homer Watson Blvd,Pioneer Dr,Homer Watson Blvd,Kitchener,Active,-80.43150996,43.39560503
GRT,13158,Kraus Dr at Northfield Dr E,Kraus Dr,Northfield Dr E,Waterloo,Active,-80.530614,43.50147446
GRT,10247,Queen St E at Renwick Ave,Queen St E,Renwick Ave,Cambridge,Active,-80.3037201,43.4366186
GRT,13230,Lincoln Rd at Marshall St,Lincoln Rd,Marshall St,Waterloo,Active,-80.509273,43.476335
GRT,10792,Wabanaki Dr at Wilson Ave,Wabanaki Dr,Wilson Ave,Kitchener,Active,-80.44127798,43.40926501
GRT,12871,Arthur St S at Scotch Line,Arthur St S,Scotch Line,Woolwich,Active,-80.56128496,43.56713186
GRT,10553,Concession St at Christopher St,Concession St,Christopher St,Cambridge,Active,-80.30390301,43.3553
GRT,11448,Krug St at Sherwood Ave,Krug St,Sherwood Ave,Kitchener,Active,-80.460928,43.457502
GRT,11839,University Ave W at Hemlock St,University Ave W,Hemlock St,Waterloo,Active,-80.53031004,43.47412697
GRT,11052,Bridgeport Rd at Leander Pl,Bridgeport Rd,Leander Pl,Kitchener,Active,-80.48953199,43.474935
GRT,13822,Hespeler Rd at 605 Hespeler Rd,Hespeler Rd,605 Hespeler Rd,Cambridge,Active,-80.326727,43.404535
GRT,12219,Keats Way at Path to McCarron Cres,Keats Way,Path to McCarron Cres,Waterloo,Active,-80.55201295,43.45732697
GRT,10473,Fairview Rd at Bishop St N,Fairview Rd,Bishop St N,Cambridge,Active,-80.34191997,43.39175302
GRT,10954,Northfield Dr E at Wissler Rd,Northfield Dr E,Wissler Rd,Waterloo,Active,-80.52555197,43.50521499
GRT,12020,David Bergey Dr at Ottawa St S,David Bergey Dr,Ottawa St S,Kitchener,Active,-80.52199498,43.41038296
GRT,12050,Ottawa St S at International Pl,Ottawa St S,International Pl,Kitchener,Active,-80.51943195,43.41196496
GRT,10979,Lancaster St W at Lang Cres,Lancaster St W,Lang Cres,Kitchener,Active,-80.48449303,43.478062
GRT,10364,Saginaw Pky at Chamberlin Dr,Saginaw Pky,Chamberlin Dr,Cambridge,Active,-80.28894496,43.38999702
GRT,12953,Fischer-Hallman Rd at Westmount Rd E,Fischer-Hallman Rd,Westmount Rd E,Kitchener,Active,-80.5015778,43.40750134
GRT,11188,Salisbury Ave at Southgate Rd,Salisbury Ave,Southgate Rd,Cambridge,Active,-80.33659199,43.35654499
GRT,10870,Old Huron Rd at Maxwell Dr,Old Huron Rd,Maxwell Dr,Kitchener,Active,-80.45812995,43.39726201
GRT,13007,Courtland Ave E at Stirling Ave S,Courtland Ave E,Stirling Ave S,Kitchener,Active,-80.48477028,43.44131405
GRT,13414,Water St N at Dundas St N,Water St N,Dundas St N,Cambridge,Active,-80.318223,43.37283
GRT,10746,Pioneer Dr at Doon Village Rd,Pioneer Dr,Doon Village Rd,Kitchener,Active,-80.44515196,43.39527997
GRT,11916,Franklin St N at Trafalgar Ave,Franklin St N,Trafalgar Ave,Kitchener,Active,-80.44636698,43.43975201
GRT,13853,Weber St N at Randall Dr,Weber St N,Randall Dr,Waterloo,Active,-80.55294434,43.5011074
GRT,10167,Hazel St at Waterloo Collegiate Institute,Hazel St,Waterloo Collegiate Institute,Waterloo,Active,-80.53103103,43.47895499
