source,stop_id,name,street,cross_street,municipality,status,lon,lat
GRT,11774,Courtland Ave E at Schneider's,Courtland Ave E,Schneider's,Kitchener,Active,-80.480285,43.438748
GRT,10921,King St E at Cedar St,King St E,Cedar St,Kitchener,Active,-80.48357404,43.44735003
GRT,13078,Highland Rd E at Spadina Rd E,Highland Rd E,Spadina Rd E,Kitchener,Active,-80.49306994,43.43868565
GRT,13389,Central Station at ION platform - Southbound,Central Station,ION platform - Southbound,Kitchener,Active,-80.499172,43.45308
GRT,10897,Strasburg Rd at Bleams Rd,Strasburg Rd,Bleams Rd,Kitchener,Active,-80.47501303,43.40764297
GRT,10423,Concession Rd at 1665 Concession Rd,Concession Rd,1665 Concession Rd,Cambridge,Active,-80.34239197,43.38951301
GRT,11650,Wilson Ave at Balfour Cres,Wilson Ave,Balfour Cres,Kitchener,Active,-80.44507196,43.42274
GRT,10331,Holiday Inn Dr at Baptist Seminary,Holiday Inn Dr,Baptist Seminary,Cambridge,Active,-80.32426504,43.41751502
GRT,10000,Frederick St at King St E,Frederick St,King St E,Kitchener,Active,-80.48719502,43.44966701
GRT,10182,Albert St at Longwood Dr,Albert St,Longwood Dr,Waterloo,Active,-80.53916294,43.49054201
GRT,10251,McMeeken Dr at Werstine Terr,McMeeken Dr,Werstine Terr,Cambridge,Active,-80.29402702,43.43811004
GRT,13431,Victoria St N at Lancaster St W,Victoria St N,Lancaster St W,Kitchener,Active,-80.482151,43.45859
GRT,13019,Hagey Blvd at Wes Graham Way,Hagey Blvd,Wes Graham Way,Waterloo,Active,-80.54958696,43.47924997
GRT,13552,Ira Needles Blvd at Path to Westmeadow Dr,Ira Needles Blvd,Path to Westmeadow Dr,Kitchener,Active,-80.552512,43.425822
GRT,11749,Belmont Ave W at Gage Ave,Belmont Ave W,Gage Ave,Kitchener,Active,-80.51428796,43.447603
GRT,12758,Fairway Rd N at River Rd E,Fairway Rd N,River Rd E,Kitchener,Active,-80.42814305,43.434787
GRT,12362,Queens Blvd at Hahn Pl,Queens Blvd,Hahn Pl,Kitchener,Active,-80.508267,43.43416699
GRT,10904,Weber St E at Fergus Ave,Weber St E,Fergus Ave,Kitchener,Active,-80.44218499,43.43367504
GRT,11577,Columbia St W at Hazel St,Columbia St W,Hazel St,Waterloo,Active,-80.53112504,43.48003495
GRT,10811,McIntyre Dr at 221 McIntyre Dr,McIntyre Dr,221 McIntyre Dr,Kitchener,Active,-80.48032303,43.40287703
GRT,11157,Elgin St N at Galt Ave,Elgin St N,Galt Ave,Cambridge,Active,-80.30345797,43.37393997
GRT,10445,Langs Dr at Walter St,Langs Dr,Walter St,Cambridge,Active,-80.34108704,43.39862999
GRT,10321,Guelph Ave at Fisher Mills Rd,Guelph Ave,Fisher Mills Rd,Cambridge,Active,-80.31216496,43.43695698
GRT,10252,McMeeken Dr at Kerwood Dr,McMeeken Dr,Kerwood Dr,Cambridge,Active,-80.29368295,43.43694298
GRT,10082,Frederick St at Lois St,Frederick St,Lois St,Kitchener,Active,-80.46435,43.46117697
GRT,10268,Franklin Blvd at Thomas St,Franklin Blvd,Thomas St,Cambridge,Active,-80.31004995,43.424345
GRT,10916,King St E at Borden Ave,King St E,Borden Ave,Kitchener,Active,-80.47349003,43.44278198
GRT,13343,Franklin Blvd at Winston Blvd,Franklin Blvd,Winston Blvd,Cambridge,Active,-80.310279,43.420973
GRT,12761,Pioneer Dr at Bechtel Dr,Pioneer Dr,Bechtel Dr,Kitchener,Active,-80.43668798,43.39370203
GRT,11254,Hillcrest Dr at Churchill Dr,Hillcrest Dr,Churchill Dr,Cambridge,Active,-80.33229704,43.35375699
GRT,13404,Fairway Station at ION platform - Southbound,Fairway Station,ION platform - Southbound,Kitchener,Active,-80.441812,43.422296
GRT,12948,Fischer-Hallman Rd at Highland Rd,Fischer-Hallman Rd,Highland Rd,Kitchener,Active,-80.52521131,43.43154013
GRT,12813,Parkvale Dr at Woodbine Ave,Parkvale Dr,Woodbine Ave,Kitchener,Active,-80.48571703,43.38890002
GRT,13440,Victoria St N at Frederick St,Victoria St N,Frederick St,Kitchener,Active,-80.457951,43.466296
GRT,13847,Randall Dr at Kumpf Dr,Randall Dr,Kumpf Dr,Waterloo,Active,-80.54473724,43.50372086
GRT,12756,Sawmill Rd at Arthur St S,Sawmill Rd,Arthur St S,Woolwich,Active,-80.547934,43.54337274
GRT,12992,Keats Way at Amos Ave,Keats Way,Amos Ave,Waterloo,Active,-80.54916703,43.45842202
GRT,13273,Burnett Ave at Benn Dr,Burnett Ave,Benn Dr,Cambridge,Active,-80.290569,43.384786
GRT,10474,Fairview Rd at Grand Valley Dr,Fairview Rd,Grand Valley Dr,Cambridge,Active,-80.34090199,43.38902198
GRT,11681,Franklin St N at Trafalgar Ave,Franklin St N,Trafalgar Ave,Kitchener,Active,-80.44638482,43.44014208
GRT,11917,Franklin St N at Shuh Ave,Franklin St N,Shuh Ave,Kitchener,Active,-80.44595699,43.437872
GRT,11972,Mill St at Stirling Ave S,Mill St,Stirling Ave S,Kitchener,Active,-80.4871,43.4378
GRT,13125,Pinebush Rd at Thompson Dr,Pinebush Rd,Thompson Dr,Cambridge,Active,-80.28747325,43.41508763
GRT,10605,Preston Pky at Linden Dr,Preston Pky,Linden Dr,Cambridge,Active,-80.377978,43.39852997
GRT,12521,Erbsville Rd at Columbia Forest Blvd,Erbsville Rd,Columbia Forest Blvd,Waterloo,Active,-80.58418799,43.46490204
GRT,12053,David Bergey Dr at Activa Ave,David Bergey Dr,Activa Ave,Kitchener,Active,-80.518447,43.40539198
GRT,12021,Ottawa St S at Path to Watercress Crt,Ottawa St S,Path to Watercress Crt,Kitchener,Active,-80.51982503,43.41166196
GRT,12770,Northfield Dr E at Toman Dr,Northfield Dr E,Toman Dr,Waterloo,Active,-80.51950905,43.51481504
GRT,13804,Ottawa St S at Mill St,Ottawa St S,Mill St,Kitchener,Active,-80.478754,43.434554
GRT,13836,Hespeler Rd at 580 Hespeler Rd,Hespeler Rd,580 Hespeler Rd,Cambridge,Active,-80.326735,43.403212
GRT,12853,Snyder Ave S at Woolwich Memorial Centre,Snyder Ave S,Woolwich Memorial Centre,Woolwich,Active,-80.56388863,43.59568816
GRT,12700,Lexington Rd at Dunvegan Dr,Lexington Rd,Dunvegan Dr,Waterloo,Active,-80.51019998,43.49454204
GRT,11319,Christopher Dr at South St,Christopher Dr,South St,Cambridge,Active,-80.30195704,43.35207203
GRT,13678,Victoria St N at Margaret Ave,Victoria St N,Margaret Ave,Kitchener,Active,-80.489504,43.456329
GRT,10478,Dunbar Rd at Eastdowns Dr,Dunbar Rd,Eastdowns Dr,Cambridge,Active,-80.333547,43.38833801
GRT,10353,Sheldon Dr at Franklin Blvd,Sheldon Dr,Franklin Blvd,Cambridge,Active,-80.30765195,43.40619701
GRT,12946,Columbia St W at North Campus Rd,Columbia St W,North Campus Rd,Waterloo,Active,-80.54661289,43.4744891
GRT,12531,Keats Way at Sandford Fleming Dr,Keats Way,Sandford Fleming Dr,Waterloo,Active,-80.56173502,43.45600301
GRT,12412,Queens Blvd at Westmount Rd E,Queens Blvd,Westmount Rd E,Kitchener,Active,-80.51068296,43.43316303
GRT,12645,Frederick St at Weber St E,Frederick St,Weber St E,Kitchener,Active,-80.48613314,43.45119043
GRT,13073,Laurelwood Dr at Fischer-Hallman Rd,Laurelwood Dr,Fischer-Hallman Rd,Waterloo,Active,-80.57253968,43.47479786
GRT,12860,King St N at Front St,King St N,Front St,Woolwich,Active,-80.553475,43.540598
GRT,11324,Glenview Ave at McDonald Ave,Glenview Ave,McDonald Ave,Cambridge,Active,-80.30461701,43.34799301
GRT,13052,Maple Grove Rd at Cherry Blossom Rd,Maple Grove Rd,Cherry Blossom Rd,Cambridge,Active,-80.38718713,43.41653631
GRT,13406,Sportsworld Station at Stop 6107,Sportsworld Station,Stop 6107,Kitchener,Active,-80.393307,43.410002
GRT,13488,Zeller Dr at Susan Cres,Zeller Dr,Susan Cres,Kitchener,Active,-80.420611,43.452656
GRT,13648,Waterloo Oxford District Secondary School at Snyder's Rd W,Waterloo Oxford District Secondary School,Snyder's Rd W,Wilmot,Active,-80.687378,43.401234
GRT,11248,Blair Rd at 91 Blair Rd,Blair Rd,91 Blair Rd,Cambridge,Active,-80.32299201,43.36390698
GRT,11960,Elmsdale Dr at Ottawa St S,Elmsdale Dr,Ottawa St S,Kitchener,Active,-80.49415995,43.42218498
GRT,11013,Keats Way at Leighland Dr,Keats Way,Leighland Dr,Waterloo,Active,-80.56832195,43.45763799
GRT,13647,Snyder's Rd W at Foundry St,Snyder's Rd W,Foundry St,Wilmot,Active,-80.6692,43.403611
GRT,12226,Fischer-Hallman Rd S at Thorndale Dr,Fischer-Hallman Rd S,Thorndale Dr,Waterloo,Active,-80.55030196,43.44856296
GRT,10591,King St E at 3227 King St E,King St E,3227 King St E,Kitchener,Active,-80.42510797,43.426163
GRT,13913,Fairway Rd N at Chicopee Hills Dr,Fairway Rd N,Chicopee Hills Dr,Kitchener,Active,-80.41261102,43.44453296
GRT,10277,Winston Blvd at Path to Erindale Cres,Winston Blvd,Path to Erindale Cres,Cambridge,Active,-80.30191697,43.42176197
GRT,10120,Fischer-Hallman Rd N at Columbia St W,Fischer-Hallman Rd N,Columbia St W,Waterloo,Active,-80.567125,43.46855802
GRT,13644,Snyder's Rd E at Coachman's Lane,Snyder's Rd E,Coachman's Lane,Wilmot,Active,-80.66296,43.404701
GRT,12320,Westwood Dr at Gallarno Crt,Westwood Dr,Gallarno Crt,Kitchener,Active,-80.535163,43.44251303
GRT,13683,Huron Rd at Strasburg Rd,Huron Rd,Strasburg Rd,Kitchener,Active,-80.465131,43.392897
GRT,13539,Westheights Dr at Driftwood Dr,Westheights Dr,Driftwood Dr,Kitchener,Active,-80.535375,43.418479
GRT,13831,Ottawa St N at River Rd E,Ottawa St N,River Rd E,Kitchener,Active,-80.444139,43.451063
GRT,10623,Coronation Blvd at Blue Heron Ridge,Coronation Blvd,Blue Heron Ridge,Cambridge,Active,-80.336216,43.3836423
GRT,10648,Coronation Blvd at Blue Heron Ridge,Coronation Blvd,Blue Heron Ridge,Cambridge,Active,-80.33597801,43.38386002
GRT,10774,Green Valley Dr at Pioneer Dr,Green Valley Dr,Pioneer Dr,Kitchener,Active,-80.42974497,43.39610696
GRT,10814,Trillium Dr at Washburn Dr,Trillium Dr,Washburn Dr,Kitchener,Active,-80.48546696,43.40105701
GRT,13013,Hazel St at Columbia St W,Hazel St,Columbia St W,Waterloo,Active,-80.53190201,43.48008702
GRT,10563,Dobbie Dr at Clyde Rd,Dobbie Dr,Clyde Rd,Cambridge,Active,-80.28533796,43.37321302
GRT,13031,Conestoga College Blvd at Homer Watson Blvd,Conestoga College Blvd,Homer Watson Blvd,Kitchener,Active,-80.411325,43.387933
GRT,12955,Bridge St W at Frobisher Dr,Bridge St W,Frobisher Dr,Waterloo,Active,-80.52253964,43.51199029
GRT,10293,Eagle St N at Shettleston Dr,Eagle St N,Shettleston Dr,Cambridge,Active,-80.351697,43.404093
GRT,11869,Davenport Rd at Kingscourt Dr,Davenport Rd,Kingscourt Dr,Waterloo,Active,-80.520597,43.49705197
GRT,12716,Keats Way at Beechwood Dr,Keats Way,Beechwood Dr,Waterloo,Active,-80.57114799,43.45649
GRT,10204,Northfield Dr W at Weber St N,Northfield Dr W,Weber St N,Waterloo,Active,-80.54970194,43.49565116
GRT,10484,SmartCentres Cambridge at South,SmartCentres Cambridge,South,Cambridge,Active,-80.322898,43.41024799
GRT,10191,Glen Forrest Blvd at Brookhaven Cres,Glen Forrest Blvd,Brookhaven Cres,Waterloo,Active,-80.55542298,43.48704303
GRT,13686,Forrest Ave E at Cushman Crt (Flex Stop),Forrest Ave E,Cushman Crt (Flex Stop),Wilmot,Active,-80.715167,43.387974
GRT,13513,Wellington St N at 809 Wellington St N,Wellington St N,809 Wellington St N,Kitchener,Active,-80.475118,43.464289
GRT,10201,Northlake Dr at Skylark Rd,Northlake Dr,Skylark Rd,Waterloo,Active,-80.55677256,43.49455402
GRT,11220,Alison Ave at Hilltop Dr,Alison Ave,Hilltop Dr,Cambridge,Active,-80.29376002,43.36443303
GRT,12174,Victoria St S at Belmont Ave W,Victoria St S,Belmont Ave W,Kitchener,Active,-80.51228798,43.44301499
GRT,11371,Queen St N at Ahrens St,Queen St N,Ahrens St,Kitchener,Active,-80.486393,43.45321698
GRT,13367,Sportsworld Station at Stop 1590,Sportsworld Station,Stop 1590,Kitchener,Active,-80.392846,43.409699
GRT,13870,Huron Rd at Woodbine Ave,Huron Rd,Woodbine Ave,Kitchener,Active,-80.48413026,43.38294328
GRT,11720,Weber St N at Lincoln Rd,Weber St N,Lincoln Rd,Waterloo,Active,-80.51349995,43.47110197
GRT,10249,Melran Dr at McCormick Dr,Melran Dr,McCormick Dr,Cambridge,Active,-80.29891757,43.43869828
GRT,11657,Fourth Ave at Connaught St,Fourth Ave,Connaught St,Kitchener,Active,-80.45468003,43.43104499
GRT,10396,Saginaw Pky at Cowan Blvd,Saginaw Pky,Cowan Blvd,Cambridge,Active,-80.29631696,43.38972996
GRT,11726,University Ave E at Regina St,University Ave E,Regina St,Waterloo,Active,-80.52327195,43.47684801
GRT,11246,Blair Rd at Sherwood Ave,Blair Rd,Sherwood Ave,Cambridge,Active,-80.32828004,43.367765
GRT,12757,King St E at Eby St,King St E,Eby St,Kitchener,Active,-80.48547797,43.44820503
GRT,11217,Alison Ave at Elgin St N,Alison Ave,Elgin St N,Cambridge,Active,-80.30032799,43.368168
GRT,13742,Snyder's Rd E at 500 Snyder's Rd E,Snyder's Rd E,500 Snyder's Rd E,Wilmot,Active,-80.645915,43.407137
GRT,10728,Wilson Ave at Fairway Rd S,Wilson Ave,Fairway Rd S,Kitchener,Active,-80.44274003,43.42055301
GRT,10825,Trillium Dr at Beasley Dr,Trillium Dr,Beasley Dr,Kitchener,Active,-80.45979298,43.40221996
GRT,12342,Glasgow St at York St,Glasgow St,York St,Kitchener,Active,-80.51388501,43.45293501
GRT,11231,Christopher Dr at Foster Cres,Christopher Dr,Foster Cres,Cambridge,Active,-80.300417,43.34844697
GRT,11224,Dundas St S at 200 Dundas St S,Dundas St S,200 Dundas St S,Cambridge,Active,-80.28911699,43.35575497
GRT,13262,Laurelwood Dr at Blue Beech Blvd,Laurelwood Dr,Blue Beech Blvd,Waterloo,Active,-80.594731,43.47029
GRT,10447,Langs Dr at Trico Dr,Langs Dr,Trico Dr,Cambridge,Active,-80.335197,43.39962796
GRT,12900,Cedar St at Grand Ave N,Cedar St,Grand Ave N,Cambridge,Active,-80.31807701,43.35342318
GRT,10426,Hamilton St at Montrose St S,Hamilton St,Montrose St S,Cambridge,Active,-80.35101004,43.38957997
GRT,10052,Fairway Rd N at Thaler Ave,Fairway Rd N,Thaler Ave,Kitchener,Active,-80.42990999,43.43222298
GRT,12135,Stirlling Ave S at Mausser Ave,Stirlling Ave S,Mausser Ave,Kitchener,Active,-80.49605204,43.43412803
GRT,10378,Can-Amera Pky at Franklin Blvd,Can-Amera Pky,Franklin Blvd,Cambridge,Active,-80.30385198,43.39391196
GRT,13121,Sheldon Dr at Balmoral Rd,Sheldon Dr,Balmoral Rd,Cambridge,Active,-80.30113485,43.40729132
GRT,10208,Northfield Dr W at King St N,Northfield Dr W,King St N,Waterloo,Active,-80.533612,43.501393
GRT,13797,Charles St E at Benton St,Charles St E,Benton St,Kitchener,Active,-80.487779,43.448034
GRT,13820,Maple Grove Rd at Beaverdale Rd,Maple Grove Rd,Beaverdale Rd,Cambridge,Active,-80.336236,43.434509
GRT,12406,Elm Ridge Dr at Hillbrook Cres,Elm Ridge Dr,Hillbrook Cres,Kitchener,Active,-80.52604499,43.42528297
GRT,10888,Fairway Rd S at 500 Fairway Rd S,Fairway Rd S,500 Fairway Rd S,Kitchener,Active,-80.44734996,43.420382
GRT,12251,Westmount Rd E at Williamsburg Rd,Westmount Rd E,Williamsburg Rd,Kitchener,Active,-80.50013497,43.413222
GRT,11160,Franklin Blvd at Clyde Rd,Franklin Blvd,Clyde Rd,Cambridge,Active,-80.295164,43.370745
GRT,13395,Kitchener Market Station at ION platform - Northbound,Kitchener Market Station,ION platform - Northbound,Kitchener,Active,-80.483605,43.446324
GRT,13529,Bingmans Centre Dr at 425 Bingemans Centre Dr,Bingmans Centre Dr,425 Bingemans Centre Dr,Kitchener,Active,-80.449368,43.471708
GRT,11023,Gateview Dr at Westvale Dr,Gateview Dr,Westvale Dr,Waterloo,Active,-80.55761095,43.45005798
GRT,13549,Queens Blvd at Fischer-Hallman Rd,Queens Blvd,Fischer-Hallman Rd,Kitchener,Active,-80.523992,43.428482
GRT,10882,Bleams Rd at Manitou Dr,Bleams Rd,Manitou Dr,Kitchener,Active,-80.45009995,43.41254699
GRT,12368,Queens Blvd at Eagen Dr,Queens Blvd,Eagen Dr,Kitchener,Active,-80.52020998,43.42966198
GRT,13348,Maple Grove Rd at Cherry Blossom Rd,Maple Grove Rd,Cherry Blossom Rd,Cambridge,Active,-80.387604,43.416556
GRT,13487,Victoria St N at Edna St,Victoria St N,Edna St,Kitchener,Active,-80.474928,43.460814
GRT,11821,Belmont Ave W at Glasgow St,Belmont Ave W,Glasgow St,Kitchener,Active,-80.51574197,43.45016003
GRT,11051,Erb St E at Terrystone Walk,Erb St E,Terrystone Walk,Waterloo,Active,-80.49916496,43.47167197
GRT,11008,Fischer-Hallman Rd N at Erb St W,Fischer-Hallman Rd N,Erb St W,Waterloo,Active,-80.553685,43.45291003
GRT,11562,King St N at Columbia St,King St N,Columbia St,Waterloo,Active,-80.52635196,43.48233198
GRT,12832,Conestoga College Blvd at Pinnacle Dr,Conestoga College Blvd,Pinnacle Dr,Kitchener,Active,-80.4126854,43.38590647
GRT,11216,Elgin St N at Marion Way,Elgin St N,Marion Way,Cambridge,Active,-80.30043803,43.36656296
GRT,12888,Baldwin Dr at Osgoode St,Baldwin Dr,Osgoode St,Cambridge,Active,-80.30770894,43.44919522
GRT,12611,Guelph Ave at Milton Ave W,Guelph Ave,Milton Ave W,Cambridge,Active,-80.31309958,43.4396798
GRT,11982,Charles St E at Cedar St,Charles St E,Cedar St,Kitchener,Active,-80.48378699,43.44628797
GRT,10183,Weber St N at Albert St,Weber St N,Albert St,Waterloo,Active,-80.53763301,43.49204204
GRT,11730,University Ave W at Phillip St,University Ave W,Phillip St,Waterloo,Active,-80.536069,43.472251
GRT,11850,Lincoln Rd at Bluevale St N,Lincoln Rd,Bluevale St N,Waterloo,Active,-80.50581296,43.48201495
GRT,13581,Fischer-Hallman Rd at Queens Blvd,Fischer-Hallman Rd,Queens Blvd,Kitchener,Active,-80.523338,43.428586
GRT,10959,Bridge St W at Eastbridge Blvd,Bridge St W,Eastbridge Blvd,Waterloo,Active,-80.509198,43.503574
GRT,10683,Morrison Rd at Quinte Cres,Morrison Rd,Quinte Cres,Kitchener,Active,-80.41626298,43.43116997
GRT,11709,Margaret Ave at Queen St N,Margaret Ave,Queen St N,Kitchener,Active,-80.48573499,43.45468801
GRT,10154,Cedarbrae Ave at Glen Forrest Blvd,Cedarbrae Ave,Glen Forrest Blvd,Waterloo,Active,-80.55156004,43.48567001
GRT,12767,University Ave E at RIM Park Rd,University Ave E,RIM Park Rd,Waterloo,Active,-80.502667,43.517874
GRT,10497,Ainslie St N at Colborne St,Ainslie St N,Colborne St,Cambridge,Active,-80.31352203,43.361892
GRT,10910,Montgomery Rd at Weber St E,Montgomery Rd,Weber St E,Kitchener,Detour,-80.45873995,43.43774498
GRT,10593,King St E at River Rd E,King St E,River Rd E,Kitchener,Active,-80.41976202,43.42511799
GRT,12282,Victoria St S at Lawrence Ave,Victoria St S,Lawrence Ave,Kitchener,Active,-80.51468504,43.44197504
GRT,10308,Holiday Inn Dr at 200 Holiday Inn Dr,Holiday Inn Dr,200 Holiday Inn Dr,Cambridge,Active,-80.32139795,43.41640198
GRT,11704,Weber St E at Fairview Ave,Weber St E,Fairview Ave,Kitchener,Active,-80.47589797,43.44682699
GRT,13889,Fischer-Hallman Rd at Cotton Grass St,Fischer-Hallman Rd,Cotton Grass St,Kitchener,Active,-80.50206818,43.40833687
GRT,12258,Westmount Rd W at Overlea Dr,Westmount Rd W,Overlea Dr,Kitchener,Active,-80.51246004,43.43540704
GRT,11293,Grand Ave at South Sq,Grand Ave,South Sq,Cambridge,Active,-80.31761498,43.35850701
GRT,11754,Belmont Ave W at Highland Rd W,Belmont Ave W,Highland Rd W,Kitchener,Active,-80.50836295,43.44014797
GRT,13883,Ludolph St at Olivia St,Ludolph St,Olivia St,Kitchener,Active,-80.49510832,43.38473662
GRT,11039,Erb St W at Roslin Ave S,Erb St W,Roslin Ave S,Waterloo,Active,-80.53172802,43.46148697
GRT,12982,Westmount Rd W at Westwood Dr,Westmount Rd W,Westwood Dr,Kitchener,Active,-80.52294409,43.44687857
GRT,13372,Lexington Rd at Lee Ave,Lexington Rd,Lee Ave,Waterloo,Active,43.497196,-80.506493
GRT,13494,Old Zeller Dr at Fairway Rd N,Old Zeller Dr,Fairway Rd N,Kitchener,Active,-80.404791,43.448364
GRT,10674,King St E at River Rd E,King St E,River Rd E,Kitchener,Active,-80.41999296,43.42527796
GRT,10323,Adam St at Tannery St E,Adam St,Tannery St E,Cambridge,Active,-80.30975495,43.43048503
GRT,10263,Queen St W at Shepherd Ave,Queen St W,Shepherd Ave,Cambridge,Active,-80.32514503,43.422573
GRT,13131,Chesapeake Dr at Seawind Trail,Chesapeake Dr,Seawind Trail,Waterloo,Active,-80.51389947,43.51066958
GRT,10809,McIntyre Dr at Strasburg Rd,McIntyre Dr,Strasburg Rd,Kitchener,Active,-80.47438497,43.40447495
GRT,13613,Churchill Dr at Landsdowne Rd S,Churchill Dr,Landsdowne Rd S,Cambridge,Active,-80.32194,43.35471
GRT,10140,Northfield Dr W at 190 Northfield Dr W,Northfield Dr W,190 Northfield Dr W,Waterloo,Active,-80.54752,43.496675
GRT,13533,Shirley Dr at Bingemans Centre Dr,Shirley Dr,Bingemans Centre Dr,Kitchener,Active,-80.44189,43.473909
GRT,12828,Conestoga Station at Stop 3798,Conestoga Station,Stop 3798,Waterloo,Active,-80.52927432,43.49818164
GRT,12695,Bridge St W at University Ave E,Bridge St W,University Ave E,Waterloo,Active,-80.494283,43.489813
GRT,13409,Hespeler Rd at Cambridge Centre Station,Hespeler Rd,Cambridge Centre Station,Cambridge,Active,-80.322961,43.392708
GRT,13824,Victoria St N at King St W,Victoria St N,King St W,Kitchener,Active,-80.498145,43.453186
GRT,10895,Bleams Rd at Homer Watson Blvd,Bleams Rd,Homer Watson Blvd,Kitchener,Active,-80.45991699,43.41048699
GRT,11728,University Ave W at Hemlock St,University Ave W,Hemlock St,Waterloo,Active,-80.53054665,43.47426072
GRT,13034,Winston Blvd at Handorf Dr,Winston Blvd,Handorf Dr,Cambridge,Active,-80.29777978,43.42121432
GRT,10767,Doon Valley Dr at 90 Doon Valley Dr,Doon Valley Dr,90 Doon Valley Dr,Kitchener,Active,-80.41348198,43.39021704
GRT,11691,Weber St E at Borden Ave,Weber St E,Borden Ave,Kitchener,Active,-80.47069496,43.44560497
GRT,11896,Margaret Ave at Wellington St,Margaret Ave,Wellington St,Kitchener,Active,-80.49054799,43.45865499
GRT,11359,Cherry Blossom Rd at Barnes Rd,Cherry Blossom Rd,Barnes Rd ,Cambridge,Active,-80.384565,43.415728
GRT,13661,Peel St at Bleams Rd,Peel St,Bleams Rd,Wilmot,Active,-80.7047089,43.37358958
GRT,12448,Highview Dr at Trail,Highview Dr,Trail,Kitchener,Active,-80.54748803,43.41568999
GRT,11626,King St E at Rockway Centre,King St E,Rockway Centre,Kitchener,Active,-80.46637204,43.43976303
GRT,12150,Greenbrook Dr at Birchcliff Ave,Greenbrook Dr,Birchcliff Ave,Kitchener,Active,-80.51266197,43.42401903
GRT,13502,Zeller Dr at Bridgemill Crt,Zeller Dr,Bridgemill Crt,Kitchener,Active,-80.41549213,43.45370676
GRT,13118,Sheldon Dr at Conestoga Blvd,Sheldon Dr,Conestoga Blvd,Cambridge,Active,-80.31869093,43.40292133
GRT,13119,Conestoga Blvd at 505 Conestoga Blvd,Conestoga Blvd,505 Conestoga Blvd,Cambridge,Active,-80.31847364,43.40055445
GRT,11142,King St N at Wyman Rd,King St N,Wyman Rd,Waterloo,Active,-80.53733199,43.50503496
GRT,10772,Green Valley Dr at Mill Park Dr,Green Valley Dr,Mill Park Dr,Kitchener,Active,-80.42606802,43.39597298
GRT,11678,Weber St E at Hwy 8,Weber St E,Hwy 8,Kitchener,Active,-80.43720996,43.43061797
GRT,12456,Erbsville Rd at White Elm Blvd,Erbsville Rd,White Elm Blvd,Waterloo,Active,-80.58607496,43.46669399
GRT,11176,First Ave at Caen St,First Ave,Caen St,Cambridge,Active,-80.31977295,43.346895
GRT,10770,Pinnacle Dr at Old Mill Rd,Pinnacle Dr,Old Mill Rd,Kitchener,Active,-80.41413499,43.39332503
GRT,10734,Manitou Dr at Sasaga Dr,Manitou Dr,Sasaga Dr,Kitchener,Active,-80.44885015,43.40748087
GRT,12978,The Boardwalk Station at Stop 3908,The Boardwalk Station,Stop 3908,Kitchener,Active,-80.560441,43.435158
GRT,11001,Erb St W at 202 Erb St W,Erb St W,202 Erb St W,Waterloo,Active,-80.53514295,43.46017996
GRT,12983,Westmount Rd W at Glasgow St,Westmount Rd W,Glasgow St,Kitchener,Active,-80.52360179,43.44937691
GRT,13676,Maple Grove Rd at Boxwood Dr,Maple Grove Rd,Boxwood Dr,Cambridge,Active,-80.364376,43.427063
GRT,12668,New Bedford Dr at Starboard Cres,New Bedford Dr,Starboard Cres,Waterloo,Active,-80.50443302,43.51066497
GRT,10117,Laurelwood Dr at Laurel Gate Dr,Laurelwood Dr,Laurel Gate Dr,Waterloo,Active,-80.57457297,43.47431804
GRT,11644,Connaught St at Franklin St S,Connaught St,Franklin St S,Kitchener,Active,-80.45084001,43.43004704
GRT,12453,Highland Rd W at Westmount Rd W,Highland Rd W,Westmount Rd W,Kitchener,Active,-80.514513,43.435665
GRT,11740,Westmount Rd S at John St,Westmount Rd S,John St,Waterloo,Active,-80.52765996,43.45434699
GRT,13020,Hagey Blvd at Wes Graham Way,Hagey Blvd,Wes Graham Way,Waterloo,Active,-80.54902203,43.47897002
GRT,13832,Ottawa St S at Emsdale Dr,Ottawa St S,Emsdale Dr,Kitchener,Active,-80.493895,43.421836
GRT,12646,Weber St E at 777 Weber St E,Weber St E,777 Weber St E,Kitchener,Active,-80.46067999,43.43892501
GRT,10493,Ainslie St N at Simcoe St,Ainslie St N,Simcoe St,Cambridge,Active,-80.314381,43.364802
GRT,10532,Franklin Blvd at McLaren Ave,Franklin Blvd,McLaren Ave,Cambridge,Active,-80.290249,43.361247
GRT,12011,Max Becker Dr at Fischer-Hallman Rd,Max Becker Dr,Fischer-Hallman Rd,Kitchener,Active,-80.500289,43.405914
GRT,10400,Elgin St N at Franklin Blvd,Elgin St N,Franklin Blvd,Cambridge,Active,-80.30295302,43.39138999
GRT,10392,Burnett Ave at Chimney Hill Dr,Burnett Ave,Chimney Hill Dr,Cambridge,Active,-80.287448,43.38697
GRT,12371,Queens Blvd at Highland Hills Mall,Queens Blvd,Highland Hills Mall,Kitchener,Active,-80.52652299,43.427698
GRT,13041,Jamieson Pky at Lardner St,Jamieson Pky,Lardner St,Cambridge,Active,-80.28729943,43.42352769
GRT,10436,Hamilton St at Westminster Dr,Hamilton St,Westminster Dr,Cambridge,Active,-80.36024022,43.39413842
GRT,13037,Boxwood Dr at Vondrau Dr,Boxwood Dr,Vondrau Dr,Cambridge,Active,-80.370302,43.430673
GRT,10533,Main St at South Cambridge Mall,Main St,South Cambridge Mall,Cambridge,Active,-80.28967197,43.35789997
